Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2024-03-01T00:08:03+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,,False
Person search,2024-03-01T00:08:26+00:00,,,53.403277,-2.982417,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person and Vehicle search,2024-03-01T00:20:33+00:00,,,53.402476,-3.017986,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Evidence of offences under the Act,A no further action disposal,,False
Person and Vehicle search,2024-03-01T00:22:53+00:00,,,53.402476,-3.017986,Male,over 34,White - Irish,White,,,A no further action disposal,,False
Person search,2024-03-01T00:23:40+00:00,,,53.402476,-3.017986,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-03-01T00:23:47+00:00,,,,,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,,False
Person search,2024-03-01T00:27:05+00:00,,,53.408779,-2.992171,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,,False
Person search,2024-03-01T00:28:44+00:00,,,53.402476,-3.017986,Male,over 34,White - Irish,White,,,A no further action disposal,,False
Person and Vehicle search,2024-03-01T00:29:08+00:00,,,53.402476,-3.017986,Male,over 34,White - Irish,White,,,A no further action disposal,,False
Person and Vehicle search,2024-03-01T00:32:27+00:00,,,53.402476,-3.017986,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-03-01T00:34:27+00:00,,,53.402476,-3.017986,Male,,White - Irish,White,,,A no further action disposal,,False
Person search,2024-03-01T00:35:56+00:00,,,53.402476,-3.017986,Male,over 34,Asian/Asian British - Pakistani,Asian,,Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-03-01T00:39:34+00:00,,,53.402476,-3.017986,Male,,White - Irish,White,,,A no further action disposal,,False
Person and Vehicle search,2024-03-01T00:39:42+00:00,,,53.397916,-3.025638,Male,25-34,White - Irish,White,,Evidence of offences under the Act,A no further action disposal,,False
Person and Vehicle search,2024-03-01T00:40:31+00:00,,,53.402476,-3.017986,Male,over 34,Asian/Asian British - Pakistani,Asian,,Evidence of offences under the Act,A no further action disposal,,False
Person search,2024-03-01T00:42:42+00:00,,,53.398243,-2.818035,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,True,True
