Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2025-12-01T02:30:00+00:00,,,53.252293,-0.529152,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2025-12-01T03:50:00+00:00,,,53.147617,0.330804,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Poaching Prevention Act 1862 (section 2),Article for use in theft,A no further action disposal,False,
Person search,2025-12-01T13:58:00+00:00,,,53.208371,-0.570637,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Poaching Prevention Act 1862 (section 2),Offensive weapons,A no further action disposal,False,
Person search,2025-12-01T14:05:00+00:00,,,53.208371,-0.570637,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Poaching Prevention Act 1862 (section 2),Offensive weapons,A no further action disposal,False,
Person and Vehicle search,2025-12-01T21:50:00+00:00,,,53.150247,0.347473,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,
Person and Vehicle search,2025-12-01T21:50:00+00:00,,,53.150247,0.347473,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,
Person and Vehicle search,2025-12-01T21:50:00+00:00,,,53.150247,0.347473,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,
Person and Vehicle search,2025-12-01T21:50:00+00:00,,,53.150247,0.347473,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,
Person search,2025-12-02T01:06:00+00:00,,,52.910174,-0.639286,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Poaching Prevention Act 1862 (section 2),Offensive weapons,A no further action disposal,False,
Person search,2025-12-02T09:31:00+00:00,,,52.980117,-0.025399,Male,18-24,,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
Person search,2025-12-02T14:20:00+00:00,,,53.040710,-0.337355,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Article for use in theft,A no further action disposal,False,
Person search,2025-12-02T21:15:00+00:00,,,52.906260,-0.640568,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Poaching Prevention Act 1862 (section 2),Evidence of offences under the Act,A no further action disposal,False,
Person search,2025-12-03T10:25:00+00:00,,,53.207803,-0.617029,Male,over 34,,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,False,
Person and Vehicle search,2025-12-03T14:20:00+00:00,,,52.995971,-0.408064,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,Arrest,True,
Person search,2025-12-03T23:21:00+00:00,,,53.231122,-0.535750,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,True,
Person search,2025-12-03T23:21:00+00:00,,,53.231122,-0.535750,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,True,
Person search,2025-12-03T23:27:00+00:00,,,53.231122,-0.535750,Male,18-24,,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,False,
