Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2025-07-01T17:03:00+00:00,,,51.559924,-1.725413,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Offensive weapons,Arrest,False,False
Person search,2025-07-01T18:45:00+00:00,,,51.445657,-1.994498,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,True,False
Person search,2025-07-01T21:22:00+00:00,,,51.567660,-1.751207,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,False,False
Person search,2025-07-01T21:48:00+00:00,,,51.576942,-1.752859,Male,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,,False,False
Person and Vehicle search,2025-07-02T10:50:00+00:00,,,51.371768,-2.115399,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,,False
Person search,2025-07-02T11:29:00+00:00,,,51.561992,-1.737360,Male,10-17,Other ethnic group - Not stated,,,Controlled drugs,Community resolution,True,False
Person search,2025-07-02T15:18:00+00:00,,,51.560868,-1.785302,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Offensive weapons,A no further action disposal,,False
Person search,2025-07-02T16:34:00+00:00,,,51.541896,-1.733193,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,,True,False
Person search,2025-07-02T16:36:00+00:00,,,51.543082,-1.732970,Male,10-17,Other ethnic group - Not stated,White,,Offensive weapons,A no further action disposal,,False
Person search,2025-07-02T16:36:00+00:00,,,51.537326,-1.732311,Male,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2025-07-02T21:50:47+00:00,,,,,,,,,,,,,
Person search,2025-07-02T22:55:00+00:00,,,51.282918,-2.188282,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,False,False
