Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2025-10-01T00:01:00+00:00,,,53.233575,-0.519635,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,
Person and Vehicle search,2025-10-01T00:30:00+00:00,,,53.142416,0.343471,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person search,2025-10-01T12:00:00+00:00,,,52.974238,-0.024923,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person search,2025-10-01T12:15:00+00:00,,,53.215736,-0.547088,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person search,2025-10-01T12:15:00+00:00,,,52.890677,-0.647329,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,True,
Person and Vehicle search,2025-10-01T23:30:00+00:00,,,53.100487,0.224598,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person and Vehicle search,2025-10-02T22:00:00+00:00,,,53.229411,-0.530386,Male,25-34,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-02T22:00:00+00:00,,,53.229411,-0.530386,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person and Vehicle search,2025-10-03T01:00:00+00:00,,,53.326416,-0.740073,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-03T01:00:00+00:00,,,53.326416,-0.740073,Male,25-34,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-03T10:01:00+00:00,,,52.790931,-0.153087,Male,over 34,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,True,
Person search,2025-10-03T13:00:00+00:00,,,53.215254,-0.548872,Male,25-34,White - Any other White background,White,,Controlled drugs,Arrest,True,
Person search,2025-10-03T16:47:00+00:00,,,53.219924,-0.538199,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,True,
Person search,2025-10-03T16:50:00+00:00,,,53.221928,-0.545441,Male,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-03T16:50:00+00:00,,,53.221928,-0.545441,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-03T23:37:00+00:00,,,53.228436,-0.537295,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-03T23:40:00+00:00,,,53.208786,-0.116761,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person search,2025-10-03T23:45:00+00:00,,,53.208786,-0.116761,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person search,2025-10-03T23:45:00+00:00,,,53.208786,-0.116761,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person search,2025-10-03T23:45:00+00:00,,,53.208786,-0.116761,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person search,2025-10-04T04:25:00+00:00,,,53.229053,-0.542233,Male,18-24,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-04T11:40:00+00:00,,,53.173698,0.095284,Male,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-04T12:15:00+00:00,,,53.216348,-0.539025,Male,25-34,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-04T14:18:00+00:00,,,52.917852,-0.636948,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person search,2025-10-04T19:29:00+00:00,,,53.223506,-0.542871,Male,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-05T01:40:00+00:00,,,53.242987,-0.506587,Female,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person and Vehicle search,2025-10-05T03:35:00+00:00,,,52.754855,-0.369418,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-05T08:30:00+00:00,,,52.976500,-0.024686,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person search,2025-10-05T19:26:00+00:00,,,52.801214,-0.152962,Male,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person search,2025-10-05T19:26:00+00:00,,,52.801214,-0.152962,Male,,Other ethnic group - Not stated,,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person and Vehicle search,2025-10-06T12:00:00+00:00,,,53.391906,-0.774953,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-06T15:16:00+00:00,,,53.216756,-0.545226,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,
Person search,2025-10-06T21:15:00+00:00,,,52.902769,-0.634032,Male,18-24,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-06T21:18:00+00:00,,,52.902769,-0.634032,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-06T21:57:00+00:00,,,53.296492,0.031447,Male,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-06T21:57:00+00:00,,,53.296492,0.031447,Male,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-06T22:45:00+00:00,,,53.345571,0.015862,Female,,Other ethnic group - Not stated,,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-06T22:45:00+00:00,,,53.345571,0.015862,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,True,
Person and Vehicle search,2025-10-06T23:30:00+00:00,,,52.784686,-0.154522,Male,over 34,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-07T14:10:00+00:00,,,53.229994,-0.517946,Male,25-34,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-07T20:53:00+00:00,,,52.655660,-0.459811,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-07T20:57:00+00:00,,,52.655660,-0.459811,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-09T01:15:00+00:00,,,53.261119,0.179668,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,False,
Person and Vehicle search,2025-10-10T00:18:00+00:00,,,53.241809,0.114182,Male,over 34,White - Any other White background,White,,Controlled drugs,A no further action disposal,False,
Person search,2025-10-10T00:55:00+00:00,,,52.999560,-0.409556,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person search,2025-10-10T00:55:00+00:00,,,52.999560,-0.409556,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,False,
Person search,2025-10-10T14:01:00+00:00,,,52.787502,-0.152342,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,
