Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2025-08-01T15:00:00+00:00,,,51.560289,-1.788781,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,,False
Person search,2025-08-01T15:00:00+00:00,,,51.560289,-1.788781,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2025-08-01T20:06:00+00:00,,,51.296231,-2.206250,Male,18-24,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Firearms,Arrest,False,False
Person and Vehicle search,2025-08-01T20:06:00+00:00,,,51.296231,-2.206250,Male,18-24,White - Any other White background,,Police and Criminal Evidence Act 1984 (section 1),Firearms,Arrest,False,False
Person search,2025-08-01T20:07:00+00:00,,,51.296231,-2.206250,Female,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,,False
Person search,2025-08-01T20:07:00+00:00,,,51.296231,-2.206250,Female,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,,False
Person search,2025-08-01T20:10:00+00:00,,,51.296231,-2.206250,Female,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,,False
Person search,2025-08-01T20:10:00+00:00,,,51.296231,-2.206250,Female,10-17,Other ethnic group - Not stated,White,,Controlled drugs,A no further action disposal,,False
Person and Vehicle search,2025-08-01T21:40:00+00:00,,,51.459166,-2.126224,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,False
Person and Vehicle search,2025-08-01T21:40:00+00:00,,,51.459166,-2.126224,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,Arrest,True,False
Person and Vehicle search,2025-08-02T10:36:00+00:00,,,51.377833,-2.130525,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,,Controlled drugs,A no further action disposal,,False
